id	vocalized	unvocalized	rule	category	note	first	second
18186	مَجْلِس التَّوَاجُبِ	مجلس التواجب	50	مضاف إليه		مجلس	التواجب
18187	مَجْلِس الْحَاكِمِ	مجلس الحاكم	50	مضاف إليه		مجلس	الحاكم
18188	مَجْلِس الْحُكْمِ	مجلس الحكم	50	مضاف إليه		مجلس	الحكم
18189	مَجْلِس الرَّدِّ	مجلس الرد	50	مضاف إليه		مجلس	الرد
18190	مَجْلِس الزِّيَادَةِ	مجلس الزيادة	50	مضاف إليه		مجلس	الزيادة
18191	مَجْلِس الصَّرْفِ	مجلس الصرف	50	مضاف إليه		مجلس	الصرف
18192	مَجْلِس الصُّلْحِ	مجلس الصلح	50	مضاف إليه		مجلس	الصلح
18193	مَجْلِس الضَّمَانِ	مجلس الضمان	50	مضاف إليه		مجلس	الضمان
18194	مَجْلِس الْعَقْدِ	مجلس العقد	50	مضاف إليه		مجلس	العقد
18195	مَجْلِس الْعِلْمِ	مجلس العلم	50	مضاف إليه		مجلس	العلم
18196	مَجْلِسِ الْقَاضِي	مجلس القاضي	50			مجلس	القاضي
18197	مَجْلِس الْقَضَاءِ	مجلس القضاء	50	مضاف إليه		مجلس	القضاء
18198	مَجْلِس الْمُحَاكَمَةِ	مجلس المحاكمة	50	مضاف إليه		مجلس	المحاكمة
18199	مَجْلِس الْهِبَةِ	مجلس الهبة	50	مضاف إليه		مجلس	الهبة
18200	مَجْمَع الْأَنْهُرِ	مجمع الأنهر	50	مضاف إليه		مجمع	الأنهر
18201	مَجْمَع الْبَحْرَيْنِ	مجمع البحرين	50	مضاف إليه		مجمع	البحرين
18202	مَجْمَع الرِّوَايَاتِ	مجمع الروايات	50	مضاف إليه		مجمع	الروايات
18203	مَجْمَعِ الْفَتَاوَى	مجمع الفتاوى	50			مجمع	الفتاوى
18204	مُجْمَل اللُّغَةِ	مجمل اللغة	50	مضاف إليه		مجمل	اللغة
18205	مَجْمُوع الْأَمْرَيْنِ	مجموع الأمرين	50	مضاف إليه		مجموع	الأمرين
18206	مَجْمُوع الدُّيُونِ	مجموع الديون	50	مضاف إليه		مجموع	الديون
18207	مَجْمُوع النَّوَازِلِ	مجموع النوازل	50	مضاف إليه		مجموع	النوازل
18208	مَجْهُول الْحَالِ	مجهول الحال	50	مضاف إليه		مجهول	الحال
18209	مَجْهُول الْقَدْرِ	مجهول القدر	50	مضاف إليه		مجهول	القدر
18210	مَجْهُول النَّسَبِ	مجهول النسب	50	مضاف إليه		مجهول	النسب
18211	مَجْهُولَة النَّسَبِ	مجهولة النسب	30	مضاف إليه		مجهولة	النسب
18212	مَحَارِم اللَّهِ	محارم الله	50	مضاف إليه		محارم	الله
18213	مَحَارِيبِ الْمُسْلِمِينَ	محاريب المسلمين	50			محاريب	المسلمين
18214	مَحَاسِن الْإِسْلَامِ	محاسن الإسلام	50	مضاف إليه		محاسن	الإسلام
18215	مَحَاسِن الشَّرِيعَةِ	محاسن الشريعة	50	مضاف إليه		محاسن	الشريعة
18216	مُحَافَظَةً عَلَى	محافظة على	10			محافظة	على
18217	مَحَافِل الرِّجَالِ	محافل الرجال	50	مضاف إليه		محافل	الرجال
18218	مَحَاوِيجِ الْمُسْلِمِينَ	محاويج المسلمين	50			محاويج	المسلمين
18219	مَحَبَّة اللَّهِ	محبة الله	30	مضاف إليه		محبة	الله
18220	مُحْدَثَات الْأُمُورِ	محدثات الأمور	50	مضاف إليه		محدثات	الأمور
18221	مُحْدَثَةٍ بِدْعَةٌ	محدثة بدعة	40			محدثة	بدعة
18222	مُحَرَّم الْأَكْلِ	محرم الأكل	50	مضاف إليه		محرم	الأكل
18223	مُحَرَّمَات الْإِحْرَامِ	محرمات الإحرام	50	مضاف إليه		محرمات	الإحرام
18224	مُحَرَّمَات النِّكَاحِ	محرمات النكاح	50	مضاف إليه		محرمات	النكاح
18225	مُحَرَّمَتَي الْجَمْعِ	محرمتي الجمع	50	مضاف إليه		محرمتي	الجمع
18226	مَحْض الْقِيَامِ	محض القيام	50	مضاف إليه		محض	القيام
18227	مَحْضَرِ الدَّعْوَى	محضر الدعوى	50			محضر	الدعوى
18228	مَحْظُورَات الْإِحْرَامِ	محظورات الإحرام	50	مضاف إليه		محظورات	الإحرام
18229	مَحْظُورَات الِاعْتِكَافِ	محظورات الاعتكاف	50	مضاف إليه		محظورات	الاعتكاف
18230	مَحْظُورَات الْحَجِّ	محظورات الحج	50	مضاف إليه		محظورات	الحج
18231	مُحَقِّقِي الْمُتَأَخِّرِينَ	محققي المتأخرين	50			محققي	المتأخرين
18232	مَحْقُون الدَّمِ	محقون الدم	50	مضاف إليه		محقون	الدم
18233	مُحْكَم التَّنْزِيلِ	محكم التنزيل	50	مضاف إليه		محكم	التنزيل
18234	مُحْكَمَة وَسُنَّة	محكمة وسنة	40	نعت ومنعوت		محكمة	وسنة
18235	مَحَلّ الْإِذْنِ	محل الإذن	50	مضاف إليه		محل	الإذن
18236	مَحَلّ الْإِضْمَارِ	محل الإضمار	50	مضاف إليه		محل	الإضمار
18237	مَحَلّ الِاجْتِهَادِ	محل الاجتهاد	50	مضاف إليه		محل	الاجتهاد
18238	مَحَلّ الِاسْتِنْجَاءِ	محل الاستنجاء	50	مضاف إليه		محل	الاستنجاء
18239	مَحَلّ الْبَدْءِ	محل البدء	50	مضاف إليه		محل	البدء
18240	مَحَلّ الْبَكَارَةِ	محل البكارة	50	مضاف إليه		محل	البكارة
18241	مَحَلّ الْبَوْلِ	محل البول	50	مضاف إليه		محل	البول
18242	مَحَلّ التَّخَلُّفِ	محل التخلف	50	مضاف إليه		محل	التخلف
18243	مَحَلّ التَّرَدُّدِ	محل التردد	50	مضاف إليه		محل	التردد
18244	مَحَلّ التَّسْلِيمِ	محل التسليم	50	مضاف إليه		محل	التسليم
18245	مَحَلّ التَّقْيِيدِ	محل التقييد	50	مضاف إليه		محل	التقييد
18246	مَحَلّ التَّلَفِ	محل التلف	50	مضاف إليه	Confused;;;مَحِلّ التَّلَفِ	محل	التلف
18247	مَحَلّ التَّيَمُّمِ	محل التيمم	50	مضاف إليه		محل	التيمم
18248	مَحَلّ الْجُلُوسِ	محل الجلوس	50	مضاف إليه		محل	الجلوس
18249	مَحَلّ الْجُمُعَةِ	محل الجمعة	50	مضاف إليه		محل	الجمعة
18250	مَحَلّ الْجِنَايَةِ	محل الجناية	50	مضاف إليه		محل	الجناية
18251	مَحَلّ الْجَهْرِ	محل الجهر	50	مضاف إليه		محل	الجهر
18252	مَحَلّ الْحَاجَةِ	محل الحاجة	50	مضاف إليه		محل	الحاجة
18253	مَحَلّ الْحَالِ	محل الحال	50	مضاف إليه		محل	الحال
18254	مَحَلّ الْحُكْمِ	محل الحكم	50	مضاف إليه		محل	الحكم
18255	مَحَلّ الْخَرَزِ	محل الخرز	50	مضاف إليه		محل	الخرز
18256	مَحَلّ الْخِلَافِ	محل الخلاف	50	مضاف إليه		محل	الخلاف
18257	مَحَلّ الذَّبْحِ	محل الذبح	50	مضاف إليه		محل	الذبح
18258	مَحَلّ الرُّخْصَةِ	محل الرخصة	50	مضاف إليه		محل	الرخصة
18259	مَحَلّ الزَّكَاةِ	محل الزكاة	50	مضاف إليه		محل	الزكاة
18260	مَحَلّ السُّجُودِ	محل السجود	50	مضاف إليه		محل	السجود
18261	مَحَلّ الصَّلَاةِ	محل الصلاة	50	مضاف إليه		محل	الصلاة
18262	مَحَلّ الضَّرُورَةِ	محل الضرورة	50	مضاف إليه		محل	الضرورة
18263	مَحَلّ الطَّلَاقِ	محل الطلاق	50	مضاف إليه		محل	الطلاق
18264	مَحَلّ الظَّفَرِ	محل الظفر	50	مضاف إليه		محل	الظفر
18265	مَحَلّ الْعُصُوبَةِ	محل العصوبة	50	مضاف إليه		محل	العصوبة
18266	مَحَلّ الْعَقْدِ	محل العقد	50	مضاف إليه	Confused;;;مَحِلّ الْعَقْدِ	محل	العقد
18267	مَحَلّ الْعِلَّةِ	محل العلة	50	مضاف إليه		محل	العلة
18268	مَحَلّ الْعَمَلِ	محل العمل	50	مضاف إليه		محل	العمل
18269	مَحَلّ الْغَصْبِ	محل الغصب	50	مضاف إليه		محل	الغصب
18270	مَحَلّ الْفَرْضِ	محل الفرض	50	مضاف إليه	Confused;;;مَحِلّ الْفَرْضِ	محل	الفرض
18271	مَحَلّ الْقِرَاءَةِ	محل القراءة	50	مضاف إليه		محل	القراءة
18272	مَحَلّ الْقَضَاءِ	محل القضاء	50	مضاف إليه		محل	القضاء
18273	مَحَلّ الْقَطْعِ	محل القطع	50	مضاف إليه		محل	القطع
18274	مَحَلّ الْقِيَامِ	محل القيام	50	مضاف إليه		محل	القيام
18275	مَحَلّ اللَّوْثِ	محل اللوث	50	مضاف إليه		محل	اللوث
18276	مَحَلّ النَّبْعِ	محل النبع	50	مضاف إليه		محل	النبع
18277	مَحَلّ النَّجَاسَةِ	محل النجاسة	50	مضاف إليه		محل	النجاسة
18278	مَحَلّ النِّزَاعِ	محل النزاع	50	مضاف إليه		محل	النزاع
18279	مَحَلّ النَّصِّ	محل النص	50	مضاف إليه		محل	النص
18280	مَحَلّ النُّطْقِ	محل النطق	50	مضاف إليه		محل	النطق
18281	مَحَلّ النَّقْضِ	محل النقض	50	مضاف إليه		محل	النقض
18282	مَحَلّ النِّيَّةِ	محل النية	50	مضاف إليه		محل	النية
18283	مَحَلّ الْوُجُوبِ	محل الوجوب	50	مضاف إليه		محل	الوجوب
18284	مَحَلّ الْوَصِيَّةِ	محل الوصية	50	مضاف إليه		محل	الوصية
18285	مَحَلّ الْوِفَاقِ	محل الوفاق	50	مضاف إليه		محل	الوفاق
18286	مَحَلَّة خَاصَّة	محلة خاصة	40	نعت ومنعوت		محلة	خاصة
18287	مَحَلَّة وَاحِدَة	محلة واحدة	40	نعت ومنعوت		محلة	واحدة
18288	مُحِلِّي الصَّيْدِ	محلي الصيد	50			محلي	الصيد
18289	مَحَلِّيَّة الْبَيْعِ	محلية البيع	30	مضاف إليه		محلية	البيع
18290	مُحَمَّد النَّبِىِّ	محمد النبى	50			محمد	النبى
18291	مُحَمَّد النَّبِيِّ	محمد النبي	50			محمد	النبي
18292	مُحِيط السَّرَخْسِيِّ	محيط السرخسي	50			محيط	السرخسي
18293	مَخَارِج الْحُرُوفِ	مخارج الحروف	50			مخارج	الحروف
18294	مَخَافَة الْغَرَامَةِ	مخافة الغرامة	30	مضاف إليه		مخافة	الغرامة
18295	مَخَافَة الْفِتْنَةِ	مخافة الفتنة	30	مضاف إليه		مخافة	الفتنة
18296	مُخَالَطَة النَّاسِ	مخالطة الناس	30	مضاف إليه		مخالطة	الناس
18297	مُخَالَفَة الْأَصْلِ	مخالفة الأصل	30	مضاف إليه		مخالفة	الأصل
18298	مُخَالَفَة الْإِجْمَاعِ	مخالفة الإجماع	30	مضاف إليه		مخالفة	الإجماع
18299	مُخَالَفَة الْإِمَامِ	مخالفة الإمام	30	مضاف إليه		مخالفة	الإمام
18300	مُخَالَفَة السُّنَّةِ	مخالفة السنة	30	مضاف إليه		مخالفة	السنة
18301	مُخَالَفَة الشَّرْعِ	مخالفة الشرع	30	مضاف إليه		مخالفة	الشرع
18302	مُخَالَفَة الظَّاهِرِ	مخالفة الظاهر	30	مضاف إليه		مخالفة	الظاهر
18303	مُخَالَفَة الْقِيَاسِ	مخالفة القياس	30	مضاف إليه		مخالفة	القياس
18304	مُخَالَفَة اللَّهِ	مخالفة الله	30	مضاف إليه		مخالفة	الله
18305	مُخَالَفَة النَّصِّ	مخالفة النص	30	مضاف إليه		مخالفة	النص
18306	مُخَالَفَة الْوَكِيلِ	مخالفة الوكيل	30	مضاف إليه		مخالفة	الوكيل
18307	مُخَالَفَة ظَاهِرَة	مخالفة ظاهرة	40	نعت ومنعوت		مخالفة	ظاهرة
18308	مُخَالَفَة فَاحِشَة	مخالفة فاحشة	40	نعت ومنعوت		مخالفة	فاحشة
